division,conference,name,handle,use_for_ballot
IFAF,IFAF,France Les Bluets,france,0
IFAF,IFAF,Guatemala Tigres,guatemala,0
IFAF,IFAF,Germany National Team,germany,0
IFAF,IFAF,India National Team,india,0
IFAF,IFAF,Italy National Team,italy,0
IFAF,IFAF,Japan National Team,japan,0
IFAF,IFAF,Mexico El Tri,mexico,0
IFAF,IFAF,New Zealand Steelblacks,newzealand,0
IFAF,IFAF,South Korea National Team,southkorea,0
IFAF,IFAF,Sweden National Team,sweden,0
IFAF,IFAF,USA Eagles,usa,0
BUCS,Premier,Bath Killer Bees,bath,0
BUCS,Premier,Birmingham Lions,birmingham,0
BUCS,Premier,Derby Braves,derby,0
BUCS,Premier,Durham Saints,durham,0
BUCS,Premier,Hertfordshire Hurricanes,hertfordshire,0
BUCS,Premier,Kingston Cougars,kingston,0
BUCS,Premier,Loughborough Students,loughborough,0
BUCS,Premier,NTU Renegades,ntu,0
BUCS,Premier,Stirling Clansmen,stirling,0
BUCS,Premier,Swansea Titans,swansea,0
BUCS,1A North,Glasgow Tigers,glasgow,0
BUCS,1A North,Hallam Warriors,hallam,0
BUCS,1A North,Hull Sharks,hull,0
BUCS,1A North,Leeds Beckett Carnegie,leedsbeckett,0
BUCS,1A North,LJMU Fury,ljm,0
BUCS,1A North,Manchester (UK) Tyrants,universitymanchester,0
BUCS,1A North,Newcastle Raiders,newcastle,0
BUCS,1A North,Northumbria Mustangs,northumbria,0
BUCS,1A North,Nottingham Outlaws,nottingham,0
BUCS,1A North,Sheffield Sabres,sheffield,0
BUCS,1A North,Staffordshire Stallions,staffordshire,0
BUCS,1A North,Sunderland Spartans,sunderland,0
BUCS,1A North,UCLan Rams,uclan,0
BUCS,1A North,Warwick Wolves,warwick,0
BUCS,1A North,Worcester Royals,worcester,0
BUCS,1A South,Brighton Tsunami,brighton,0
BUCS,1A South,Cambridge Pythons,cambridge,0
BUCS,1A South,Cardiff Cobras,cardiff,0
BUCS,1A South,Exeter Demons,exeter,0
BUCS,1A South,Imperial Immortals,imperial,0
BUCS,1A South,Kent Falcons,kent,0
BUCS,1A South,Oxford Lancers,oxford,0
BUCS,1A South,Portsmouth Destroyers,portsmouth,0
BUCS,1A South,Reading Knights,reading,0
BUCS,1A South,Royal Holloway Bears,royalholloway,0
BUCS,1A South,Solent Redhawks,solent,0
BUCS,1A South,Surrey Stingers,surrey,0
BUCS,1A South,Sussex Saxons,sussex,0
BUCS,1A South,UEA Pirates,uea,0
BUCS,1A South,UWE Bullets,uwe,0
BUCS,2A North,Bangor MudDogs,bangor,0
BUCS,2A North,Bradford Bears,bradford,0
BUCS,2A North,Coventry Jets,coventry,0
BUCS,2A North,DMU Falcons,dmu,0
BUCS,2A North,Edge Hill Vikings,edgehill,0
BUCS,2A North,Edinburgh Predators,edinburgh,0
BUCS,2A North,Edinburgh Napier Knights,napier,0
BUCS,2A North,Heriot-Watt AFC,heriotwatt,0
BUCS,2A North,Huddersfield Hawks,huddersfield,0
BUCS,2A North,Keele Crusaders,keele,0
BUCS,2A North,Lancaster Bombers,lancaster,0
BUCS,2A North,Leeds Celtics,leeds,0
BUCS,2A North,Leicester Longhorns,leicester,0
BUCS,2A North,Lincoln (UK) Colonials,lincoln,0
BUCS,2A North,Liverpool Raptors,liverpool,0
BUCS,2A North,MMU Eagles,mmu,0
BUCS,2A North,Northampton Nemesis,northampton,0
BUCS,2A North,Teesside Cougars,teesside,0
BUCS,2A North,West of Scotland Pyros,westofscotland,0
BUCS,2A North,York (UK) Centurions,universityyork,0
BUCS,2A South,Tarannau Aberystwyth,aberystwyth,0
BUCS,2A South,Anglia Ruskin Rhinos,angliaruskin,0
BUCS,2A South,Bath Spa Bulldogs,bathspa,0
BUCS,2A South,BNU Buccaneers,bnu,0
BUCS,2A South,Bournemouth Bobcats,bournemouth,0
BUCS,2A South,Bristol Barracuda,bristol,0
BUCS,2A South,Brunel Burners,brunel,0
BUCS,2A South,Canterbury Chargers,canterbury,0
BUCS,2A South,Chichester Spitfires,chichester,0
BUCS,2A South,Essex Blades,essex,0
BUCS,2A South,Gloucestershire Gladiators,gloucestershire,0
BUCS,2A South,Greenwich Mariners,greenwich,0
BUCS,2A South,King's College (UK) Regents,kingscollege,0
BUCS,2A South,London City Sentinels,londoncity,0
BUCS,2A South,LSBU Spartans,lsbu,0
BUCS,2A South,OBU Panthers,obu,0
BUCS,2A South,Plymouth Blitz,plymouth,0
BUCS,2A South,Southampton Stags,southampton,0
BUCS,2A South,UEL Titans,eastlondon,0
BUCS,2A South,Westminster Dragons,westminster,0
CIS,Atlantic University Football Conference,Acadia Axemen,acadia,0
CIS,Atlantic University Football Conference,Mount Allison Mounties,mountallison,0
CIS,Atlantic University Football Conference,St. Francis Xavier X-Men,stfrancisxavier,0
CIS,Atlantic University Football Conference,St. Mary's (NS) Huskies,saintmarys,0
CIS,Canada West Football Conference,Alberta Golden Bears,alberta,0
CIS,Canada West Football Conference,Calgary Dinos,calgary,0
CIS,Canada West Football Conference,Manitoba Bisons,manitoba,0
CIS,Canada West Football Conference,Regina Rams,regina,0
CIS,Canada West Football Conference,Saskatchewan Huskies,saskatchewan,0
CIS,Canada West Football Conference,UBC Thunderbirds,ubc,0
CIS,Ontario University Athletics,Carleton (ON) Ravens,carletonca,0
CIS,Ontario University Athletics,Guelph Gryphons,guelph,0
CIS,Ontario University Athletics,McMaster Marauders,mcmaster,0
CIS,Ontario University Athletics,Ottawa (ON) Gee-Gees,uottawa,0
CIS,Ontario University Athletics,Queen's University Gaels,queens,0
CIS,Ontario University Athletics,Toronto Varsity Blues,toronto,0
CIS,Ontario University Athletics,Waterloo Warriors,waterloo,0
CIS,Ontario University Athletics,Western Ontario Mustangs,westernontario,0
CIS,Ontario University Athletics,Wilfrid Laurier Golden Hawks,wilfridlaurier,0
CIS,Ontario University Athletics,Windsor Lancers,windsor,0
CIS,Ontario University Athletics,York (ON) Lions,york,0
CIS,RSEQ,Bishop's University Gaiters,bishops,0
CIS,RSEQ,Concordia (QC) Stingers,concordiaca,0
CIS,RSEQ,Laval Rouge et Or,laval,0
CIS,RSEQ,McGill Redmen,mcgill,0
CIS,RSEQ,Montréal Carabins,montreal,0
CIS,RSEQ,Sherbrooke Vert et Or,sherbrooke,0
CIS,RSEQ,UQTR Patriotes,uqtr,0
Atlantic Football League,Atlantic Football League,Dalhousie Tigers,dalhousie,0
Atlantic Football League,Atlantic Football League,Holland Hurricanes,holland,0
Atlantic Football League,Atlantic Football League,UNB Fredericton Red Bombers,newbrunswick,0
Atlantic Football League,Atlantic Football League,UNB Saint John Seawolves,unbsaintjohn,0
CCAA,Collégial Division 1,Le Phénix de André-Grasset,andregrasset,0
CCAA,Collégial Division 1,Les Cougars de Champlain Lennoxville,champlainlennoxville,0
CCAA,Collégial Division 1,Le Notre-Dame du CNDF,cndf,0
CCAA,Collégial Division 1,Les Lynx d'Édouard Montpetit,edouardmonpetit,0
CCAA,Collégial Division 1,Les Élans de Garneau,garneau,0
CCAA,Collégial Division 1,Les Faucons de Lévis-Lauzon,levislauzon,0
CCAA,Collégial Division 1,Les Titans de Limoilou,limoilou,0
CCAA,Collégial Division 1,Les Nomades du Montmorency,montmorency,0
CCAA,Collégial Division 1,Les Cheetahs de Vanier,vanierqc,0
CCAA,Collégial Division 1,Les Spartiates du Vieux-Montréal,vieuxmontreal,0
CCAA,Collégial Division 2,Les Condors du Beauce-Appalaches,beauceappalaches,0
CCAA,Collégial Division 2,Les Volontaires du Cégep de Sherbrooke,cegepsherbrooke,0
CCAA,Collégial Division 2,Les Voltigeurs de Drummondville,drummondville,0
CCAA,Collégial Division 2,John Abbott Islanders,johnabbott,0
CCAA,Collégial Division 2,Les Triades de Lanaudière,lanaudiere,0
CCAA,Collégial Division 2,Les Nordiques du Lionel-Groulx,lionelgroulx,0
CCAA,Collégial Division 2,Les Géants du St-Jean-sur-Richelieu,stjeansurrichelieu,0
CCAA,Collégial Division 2,Les Diablos de Trois-Rivières,troisrivieres,0
CCAA,Collégial Division 2,Le Noir et Or de Valleyfield,valleyfield,0
CCAA,Collégial Division 2,Les Vulkins de Victoriaville,victoriaville,0
CCAA,Collégial Division 3,Les Indiens de Ahuntsic,ahuntsic,0
CCAA,Collégial Division 3,Champlain Saint-Lambert Cavaliers,champlainstlambert,0
CCAA,Collégial Division 3,Les Couguars de Chicoutimi,chicoutimi,0
CCAA,Collégial Division 3,Les Jeannois du Collège d'Alma,collegedalma,0
CCAA,Collégial Division 3,Les Gaillards de Jonquière,jonquiere,0
CCAA,Collégial Division 3,Les Griffons de l'Outaouais,loutaouais,0
CCAA,Collégial Division 3,Les Gaulois de La Pocatière,lapocatiere,0
CCAA,Collégial Division 3,Les Pionniers de Rimouski,rimouski,0
CCAA,Collégial Division 3,Les Électriks de Shawinigan,shawinigan,0
CCAA,Collégial Division 3,Les Lauréats de St-Hyacinthe,sthyacinthe,0
CCAA,Collégial Division 3,Les Cheminots de St-Jérôme,stjerome,0
CCAA,Collégial Division 3,Les Filons du Cégep de Thetford,thetford,0
ONEFA,Conferencia de los Ochos Grandes,Centinelas CGP,cgpresidenciales,0
ONEFA,Conferencia de los Ochos Grandes,Pumas CU UNAM,unam,0
ONEFA,Conferencia de los Ochos Grandes,Águilas Blancas IPN,ipnsantotomas,0
ONEFA,Conferencia de los Ochos Grandes,Burros Blancos IPN,ipnzacatenco,0
ONEFA,Conferencia de los Ochos Grandes,Frailes Tepeyac,tepeyac,0
ONEFA,Conferencia de los Ochos Grandes,Águilas UACH,chihuahua,0
ONEFA,Conferencia de los Ochos Grandes,Auténticos Tigres UANL,uanl,0
ONEFA,Conferencia de los Ochos Grandes,Linces UVM Lomas Verdes,lomasverdes,0
ONEFA,Conferencia Nacional,Zorros ITQ,itq,0
ONEFA,Conferencia Nacional,Leones UACAN,anahuaccancun,0
ONEFA,Conferencia Nacional,Toros Salvajes UACh,uach,0
ONEFA,Conferencia Nacional,Lobos UAdeC,uadec,0
ONEFA,Conferencia Nacional,Potros Salvajes UAEM,uaem,0
ONEFA,Conferencia Nacional,Tecos UAG,uag,0
ONEFA,Conferencia Nacional,Correcaminos UAT Reynosa,uatreynosa,0
ONEFA,Conferencia Nacional,Correcaminos UAT Victoria,uatvictoria,0
ONEFA,Conferencia Nacional,Pumas Acatlán UNAM,unamacatlan,0
ONEFA,Conferencia Nacional,Halcones UV,veracruzana,0
CONADEIP,Independencia,Borregos ITESM Estado México,cem,0
CONADEIP,Independencia,Borregos ITESM Monterrey,monterrey,0
CONADEIP,Independencia,Borregos ITESM Puebla,puebla,0
CONADEIP,Independencia,Borregos ITESM Santa Fe,csf,0
CONADEIP,Independencia,Borregos ITESM Toluca,toluca,0
CONADEIP,Independencia,Aztecas UDLAP,udlap,0
CONADEIP,Libertad,Zorros CETYS Mexicali,cetysmexicali,0
CONADEIP,Libertad,Osos CETYS Tijuana,cetystijuana,0
CONADEIP,Libertad,Potros ITSON Obregón,itson,0
CONADEIP,Libertad,Lobos Marinos La Paz,lapaz,0
CONADEIP,Libertad,Cimarrones UABC Ensenada,ensenada,0
CONADEIP,Libertad,Cimarrones UABC Mexicali,mexicali,0
CONADEIP,Libertad,Cimarrones UABC Tijuana,tijuana,0
CONADEIP,Libertad,Búhos UNISON,unison,0
CONADEIP,Revolución,Borregos ITESM Ciudad México,ccm,0
CONADEIP,Revolución,Borregos ITESM Guadalajara,guadalajara,0
CONADEIP,Revolución,Borregos ITESM Querétaro,queretaro,0
CONADEIP,Revolución,Leones UAMN,uamn,0
CONADEIP,Revolución,Tigres Blancos UMAD,umad,0
Gridiron Australia,Gridiron Australia,Adelaide RazorBlacks,adelaide,0
Gridiron Australia,Gridiron Australia,Canberra Firebirds,canberra,0
Gridiron Australia,Gridiron Australia,Melbourne Royals,melbourne,0
Gridiron Australia,Gridiron Australia,Monash Warriors,monash,0
Gridiron Australia,Gridiron Australia,Sydney Lions,sydney,0
Gridiron Australia,Gridiron Australia,UniSA Eagles,unisa,0
Gridiron Australia,Gridiron Australia,UNSW Raiders,unsw,0
Gridiron Australia,Gridiron Australia,UTS Gators,uts,0
CBFA,CBFA,UFERSA Petroleiros,ufersa,0
CBFA,CBFA,UFPR Brown Spiders,ufpr,0
EFAF,EFAF,AAST Gorillas,aast,0
EFAF,EFAF,AUC Titans,auc,0
EFAF,EFAF,BUE Bulls,bue,0
EFAF,EFAF,Cairo Wolves,cairo,0
EFAF,EFAF,GUC Eagles,guc,0
EFAF,EFAF,MSA Tigers,msa,0
Hochschulbowl,Hochschulbowl,Aachen Rockets,aachen,0
Hochschulbowl,Hochschulbowl,UNIversal Soldires Cologne ,cologne,0
Hochschulbowl,Hochschulbowl,HSU Snipers,hsu,0
Hochschulbowl,Hochschulbowl,KIT Engineers,karlsruhe,0
Hochschulbowl,Hochschulbowl,Mainz Legionaires,mainz,0
Hochschulbowl,Hochschulbowl,Mannheim Knights,mannheim,0
Hochschulbowl,Hochschulbowl,Niederrhein Specialists,niederrhein,0
Hochschulbowl,Hochschulbowl,Paderborn UNIcorns,paderborn,0
Hochschulbowl,Hochschulbowl,Passau Red Wolves,passau,0
IAFA,Shamrock Bowl Conference,Limerick Vikings,limerick,0
IAFA,Shamrock Bowl Conference,Trinity (Dublin) AFC,trinity,0
IAFA,Shamrock Bowl Conference,UC Dublin AFC,ucdublin,0
UIFL,UIFL,Aalto Predators,aalto,0
UIFL,UIFL,Abo Akademi 09ers,aboakademi,0
UIFL,UIFL,Jyväskylä Renegades,jyvaskyla,0
UIFL,UIFL,KyAMK Eagles,kyamk,0
UIFL,UIFL,Lappeenranta Wildmen,lappeenranta,0
UIFL,UIFL,NDU Black Knights,ndu,0
UIFL,UIFL,SHS Bears,shs,0
UIFL,UIFL,Tampere Tech Mavericks,tamperetech,0
UIFL,UIFL,TCFA Unicorns,tcfa,0
UIFL,UIFL,TUAS Tornadoes,tuas,0
UIFL,UIFL,UTU Beaver Hunters,utu,0
UIFL,UIFL,Wasa Dogs,wasa,0
Touchdown Sverige,Touchdown Sverige,Carlberg Cavaliers,carlberg,0
Touchdown Sverige,Touchdown Sverige,Handels Traders,handels,0
Touchdown Sverige,Touchdown Sverige,KAU Lumberjacks,kau,0
Touchdown Sverige,Touchdown Sverige,KTH Royals,kth,0
Touchdown Sverige,Touchdown Sverige,Örebro Black Jacks,orebro,0
Touchdown Sverige,Touchdown Sverige,Stockholm Capitols,stockholm,0
Touchdown Sverige,Touchdown Sverige,Uppsala Snakeheads,uppsala,0
Kenya NFL,Kenya NFL,JKUAT Sparrows,jkuat,0
Kenya NFL,Kenya NFL,Samburu Cowboys,samburu,0
Kenya NFL,Kenya NFL,Umoja Chiefs,umoja,0
Kenya NFL,Kenya NFL,UON Nyati,uon,0
ISAF,ISAF,Garðabæ Stjarnan,gardabrae,0
ISAF,ISAF,Grafarvogur Fjölnir,grafarvogur,0
ISAF,ISAF,Kópavogur Breiðablik,kopavogur,0
LUFFA,LUFFA,Outlaws AMU,amu,0
LUFFA,LUFFA,Raiders Bordeaux,bordeaux,0
LUFFA,LUFFA,Stunners de Bordeaux Montaigne,bordeauxmontaigne,0
LUFFA,LUFFA,Apaches CPE Lyon,cpelyon,0
LUFFA,LUFFA,Dark Owls ESC Dijon,escdijon,0
LUFFA,LUFFA,Titans ESME-ESG,esmeesg,0
LUFFA,LUFFA,Phoenix INP Toulouse,inptoulouse,0
LUFFA,LUFFA,Pandas de l'EISTI,liesti,0
LUFFA,LUFFA,Eagles Leonard de Vinci,leonarddevinci,0
LUFFA,LUFFA,Tigres Lorraine,lorraine,0
LUFFA,LUFFA,Castors-Border de Paris & INALCO,parisinalco,0
LUFFA,LUFFA,Blackjack 21 Paris 8 & 13,paris813,0
LUFFA,LUFFA,Paris Dauphine AFD,parisdauphine,0
LUFFA,LUFFA,Lighters de Paris Diderot,parisdiderot,0
LUFFA,LUFFA,Snakes de Paris René Descartes,parisrenedescartes,0
AGFA,AGFA,USAC Panteras,usac,0
Nigeria,Nigeria,ABU Titans,abu,0
Nigeria,Nigeria,Lagos Marines,lagos,0
JAFA,Kansai,京都大学 (Kyōto) Gangsters,kyoto,0
JAFA,Kansai,同志社大学 (Dōshisha) Wild Rover,doshisha,0
JAFA,Kansai,甲南大学 (Konan) Red Gang,konan,0
JAFA,Kansai,神戸大学 (Kōbe) Ravens,kobe,0
JAFA,Kansai,立命館大学 (Ritsumeikan) Panthers,ritsumeikan,0
JAFA,Kansai,関西大学 (Kansai) Kaisers,kansai,0
JAFA,Kansai,関西学院大学 (Kwansei Gakuin) Fighters,kwanseigakuin,0
JAFA,Kansai,龍谷大学 (Ryūkoku) Seahorse,ryukoku,0
JAFA,Kanto Top 8,NSSU Triumphant Lion,nssu,0
JAFA,Kanto Top 8,中央大学 (Chūō) Raccoons,chuo,0
JAFA,Kanto Top 8,慶應義塾大学 (Keiō) Unicorns,keio,0
JAFA,Kanto Top 8,日本大学 (Nihon) Phoenix,nihon,0
JAFA,Kanto Top 8,早稲田大学 (Waseda) Big Bears,waseda,0
JAFA,Kanto Top 8,明治大学 (Meiji) Griffins,meiji,0
JAFA,Kanto Top 8,法政大学 (Hōsei) Tomahawks,hosei,0
JAFA,Kanto Top 8,立教大学 (Rikkyō) Rushers,rikkyo,0
JAFA,Kanto Big 8,国士舘大学 (Kokushikan) Rhinoceros,kokushikan,0
JAFA,Kanto Big 8,専修大学 (Senshu) Green Machine,senshu,0
JAFA,Kanto Big 8,帝京大学 (Teikyo) Assassins,teikyo,0
JAFA,Kanto Big 8,拓殖大学 (Takushoku) Rattlesnakes,takushoku,0
JAFA,Kanto Big 8,東京大学 (Tōkyō) Warriors,tokyo,0
JAFA,Kanto Big 8,東京学芸大学 (Tokyo Gakugei) Snails,tokyogakugei,0
JAFA,Kanto Big 8,横浜国立大学 (Yokohama National) Mastiffs,yokohamanational,0
JAFA,Kanto Big 8,駒澤大学 (Komazawa) Blue Tide,komazawa,0
JAFA,Chushikoku,山口大学 (Yamaguchi) Gamblers,yamaguchi,0
JAFA,Chushikoku,島根大学 (Shimane) Warriors,shimane,0
JAFA,Chushikoku,広島大学 (Hiroshima) Raccoons,hiroshima,0
JAFA,Chushikoku,愛媛大学 (Ehime) Bombers,ehime,0
JAFA,Hokkaido,北星学園大学 (Hokusei Gakuen) Pirates,hokuseigakuen,0
JAFA,Hokkaido,北海学園大学 (Hokkai Gakuen) Golden Bears,hokkaigakuen,0
JAFA,Hokkaido,北海道大学 (Hokkaidō) Big Green,hokkaido,0
JAFA,Hokkaido,帯広大学 (Obihiro) Cowboys,obihiro,0
JAFA,Hokkaido,札幌大学 (Sapporo) Cubs,sapporo,0
JAFA,Hokkaido,札幌学院大学 (Sapporo Gakuin) Crimson Knights,sapporogakuin,0
JAFA,Hokuriku,富山大学 (Toyama) Firebulls,toyama,0
JAFA,Hokuriku,福井大学 (Fukui) Silver Phoenix,fukui,0
JAFA,Hokuriku,福井県立大学 (Fukui Prefectural) Wilders,fukuiprefectural,0
JAFA,Hokuriku,金沢大学 (Kanazawa) Evergreen,kanazawa,0
JAFA,Hokuriku,金沢工業大学 (Kanazawa Institute of Technology) Eagles,kanazawatech,0
JAFA,Kyushu,久留米大学 (Kurume) Mean Fighters,kurume,0
JAFA,Kyushu,九州大学 (Kyūshū) Palookas,kyushu,0
JAFA,Kyushu,琉球大学大学 (Ryūkyūs) Stingrays,ryukyus,0
JAFA,Kyushu,福岡大学 (Fukuoka) Black Knights,fukuoka,0
JAFA,Kyushu,福岡教育大学 (Fukuoka University of Education) Lions,fukuokaeducation,0
JAFA,Kyushu,西南学院大学 (Seinan Gakuin) Green Dolphins,seinangakuin,0
JAFA,Tohoku,仙台大学 (Sendai) Silver Falcons,sendai,0
JAFA,Tohoku,岩手大学 (Iwate) Bisons,iwate,0
JAFA,Tohoku,東北大学 (Tōhoku) Hornets,tohoku,0
JAFA,Tohoku,東北学院大学 (Tōhoku Gakuin) Kayaks,tohokugakuin,0
JAFA,Tohoku,秋田大学 (Akita) Ogres,akita,0
JAFA,Tokai,中京大学 (Chūkyō) Red Panthers,chukyo,0
JAFA,Tokai,南山大学 (Nanzan) Crusaders,nanzan,0
JAFA,Tokai,名古屋大学 (Nagoya) Grampus,nagoya,0
JAFA,Tokai,名城大学 (Meijō) Golden Lions,meijo,0
JAFA,Tokai,岐阜大学 (Gifu) Phantoms,gifu,0
JAFA,Tokai,愛知大学 (Aichi) Hercules,aichi,0
JAFA,Kansai Tier 2,京都産業大学 (Kyoto Sangyo) Sagittarius,kyotosangyo,0
JAFA,Kansai Tier 2,兵庫大学 (Hyogo) Trailblazers,hyogo,0
JAFA,Kansai Tier 2,大阪体育科学大学 (Osaka Health and Sport Science) Spartans,osakahs,0
JAFA,Kansai Tier 2,大阪大学 (Osaka) Tridents,osaka,0
JAFA,Kansai Tier 2,大阪学院大学 (Osaka Gakuin) Phoenix,osakagakuin,0
JAFA,Kansai Tier 2,大阪府立大学 (Osaka Prefecture) Shrikes,osakaprefecture,0
JAFA,Kansai Tier 2,大阪教育大学 (Osaka Kyoiku) Dragons,osakakyoiku,0
JAFA,Kansai Tier 2,大阪産業大学 (Osaka Sangyo) Lions,osakasangyo,0
JAFA,Kansai Tier 2,桃山学院大学アメリカンフットボール部 (St. Andrew's) Thundering Legion Lions,standrews,0
JAFA,Kansai Tier 2,神戸学院大学 (Kobe Gakuin) Navy Seals,kobegakuin,0
JAFA,Kansai Tier 2,近畿大学 (Kinki) Devils,kindai,0
JAFA,Kansai Tier 2,追手門学院大学 (Otemon Gakuin) Soldiers,otemongakuin,0
JAFA,Kanto Tier 2,一橋大学 (Hitotsubashi) Crimson,hitotsubashi,0
JAFA,Kanto Tier 2,上智大学 (Sophia) Golden Eagles,sophia,0
JAFA,Kanto Tier 2,学習院大学 (Gakushuin) Generals,gakushuin,0
JAFA,Kanto Tier 2,成城大学 (Seijo) Orange Beams,seijo,0
JAFA,Kanto Tier 2,成蹊大学 (Seikei) Zelkovas,seiki,0
JAFA,Kanto Tier 2,明治学院大学 (Meiji Gakuin) Saints,meijigakuin,0
JAFA,Kanto Tier 2,東工大 (Tōkyō Institute of Tech) Buffaloes,tit,0
JAFA,Kanto Tier 2,東洋大学 (Toyo) Vikings,toyo,0
JAFA,Kanto Tier 2,東海大学 (Tokai) Tritons,tokai,0
JAFA,Kanto Tier 2,桜美林大学 (Obirin) Three Nails Crowns,obirin,0
JAFA,Kanto Tier 2,武蔵大学 (Musashi) Pheasants,musashi,0
JAFA,Kanto Tier 2,神奈川大学 (Kanagawa) Atoms,kanagawa,0
JAFA,Kanto Tier 2,筑波大学 (Tsukuba) Excaliburs,tsukuba,0
JAFA,Kanto Tier 2,関東学院大学 (Kanto Gakuin) Hurricanes,kantogakuin,0
JAFA,Kanto Tier 2,防衛大学校 (National Defense Academy) Cadets,nationaldefense,0
JAFA,Kanto Tier 2,青山学院大学 (Aoyama Gakuin) Lightning,aoyamagakuin,0
JAFA,Chushikoku Tier 2,松山大学 (Matsuyama) Blue Arrows,matsuyama,0
JAFA,Chushikoku Tier 2,立大学 (Prefectural) Knights,prefectural,0
JAFA,Chushikoku Tier 2,高知大学 (Kochi) Marine Corps,kochi,0
JAFA,Hokkaido Tier 2,健康科学北海道大学 (Health Sciences Hokkaido) First Molars,hokkaidohs,0
JAFA,Hokkaido Tier 2,北海道工業大学 (Hokkaidō Institute of Technology) Mad Wolves,hokkaidotech,0
JAFA,Hokkaido Tier 2,室蘭工業大学 (Muroran Institute of Technology) Black Panthers,murorantech,0
JAFA,Hokkaido Tier 2,東京農業大学 (Tokyo Agriculture) Fighting Radish,tokyoagriculture,0
JAFA,Hokkaido Tier 2,釧路公共経済学 (Kushiro Public Economics) Snipers,kushiro,0
JAFA,Kyushu Tier 2,Kumadai大学 (Kumadai) Outlaws,kumadai,0
JAFA,Kyushu Tier 2,九州工業大学 (Kyushu Institute of Technology) Wildgeese,kyushutech,0
JAFA,Kyushu Tier 2,九州産業大学 (Kyushu Sangyo) Red Free Birds,kyushusangyo,0
JAFA,Kyushu Tier 2,佐賀大学 (Saga) Tomcats,saga,0
JAFA,Kyushu Tier 2,宮崎大学 (Miyazaki) Bacchus,miyazaki,0
JAFA,Kyushu Tier 2,長崎大学 (Nagasaki) Marines,npu,0
JAFA,Kyushu Tier 2,鹿児島大学 (Kagoshima) Bonito,kagoshima,0
JAFA,Tohoku Tier 2,北里大学のVMA大学 (Kitasato VMAS) Cowboys,kitasatovmas,0
JAFA,Tohoku Tier 2,山形大学 (Yamagata) Tomcats,yamagata,0
JAFA,Tohoku Tier 2,弘前大学 (Hirosaki) Starking,hirosaki,0
JAFA,Tohoku Tier 2,日本エンジニアリング大学 (Nihon Engineering) Crow Jackels,nihonengineering,0
JAFA,Tohoku Tier 2,東北工業大学 (Tohoku Institute of Technology) Blue Raiders,tohokutech,0
JAFA,Tokai Tier 2,三重大学 (Mie) Seaserpents,mie,0
JAFA,Tokai Tier 2,信州大学 (Shinshu) Wildcats,shinshu,0
JAFA,Tokai Tier 2,名古屋UCB大学 (Nagoya UCB) Wild Fox,nagoyaucb,0
JAFA,Tokai Tier 2,名古屋学院大学 (Nagoya Gakuin) Torpedoes,nagoyagakuin,0
JAFA,Tokai Tier 2,名古屋工業大学 (Nagoya Institute of Technology) Silverbacks,nagoyatech,0
JAFA,Tokai Tier 2,四日市大学 (Yokkaichi) Wild Drunkers,yokkaichi,0
JAFA,Tokai Tier 2,愛知学院大学 (Aichi Gakuin) Bison,aichigakuin,0
JAFA,Tokai Tier 2,日本福祉大学 (Nihon Fukushi) Wings,nihonfukushi,0
JAFA,Tokai Tier 2,東海大学海洋科学大学 (Tokai Marine Science) Poseidons,tokaimarine,0
JAFA,Tokai Tier 2,静岡大学 (Shizuoka) Cavaliers,shizuoka,0
JAFA,Kansai Tier 3A-C,京都外国語大学 (Kyoto Foreign Studies) Fightin' Bulldogs,kyotoforeign,0
JAFA,Kansai Tier 3A-C,京都大学教育学 (Kyoto Education) Grampus,kyotoeducation,0
JAFA,Kansai Tier 3A-C,京都学院大学 (Kyoto Gakuin) Daredevils,kyotogakuin,0
JAFA,Kansai Tier 3A-C,京都工芸繊維大学 (Kyoto Institute of Technology) Cougars,kyototech,0
JAFA,Kansai Tier 3A-C,京都府立大学 (Kyoto Prefectural) Wyverns,kyotoprefectural,0
JAFA,Kansai Tier 3A-C,京都薬科大学 (Kyoto Pharmaceutical) Scarlet Knights,kyotopharm,0
JAFA,Kansai Tier 3A-C,仏教の大学 (Buddhist) Hawks,buddhist,0
JAFA,Kansai Tier 3A-C,和歌山大学 (Wakayama) Blind Sharks,wakayama,0
JAFA,Kansai Tier 3A-C,大阪大学経済学研究 (Osaka Economics) Bombers,osakaeconomics,0
JAFA,Kansai Tier 3A-C,大阪市立大学 (Osaka City) Golden Cedars,osakacity,0
JAFA,Kansai Tier 3A-C,大阪芸術大学 (Osaka Arts) Vipers,osakaarts,0
JAFA,Kansai Tier 3A-C,天理大学 (Tenri) Crushing Orcs,tenri,0
JAFA,Kansai Tier 3A-C,岡山大学 (Okayama) Badgers,okayama,0
JAFA,Kansai Tier 3A-C,帝塚山大学 (Tezukayama) Bisons,tezukayama,0
JAFA,Kansai Tier 3A-C,摂南大学 (Setsunan) Blue Crush,setsunan,0
JAFA,Kansai Tier 3A-C,流通科学大学 (Ryutsu Kagaku) Voyagers,ryutsukagaku,0
JAFA,Kansai Tier 3A-C,滋賀大学 (Shiga) Gladiators,shiga,0
JAFA,Kansai Tier 3A-C,関西外国語大学 (Kansai Gaidai) Lynx,kansaigaidai,0
JAFA,Kansai Tier 3D-F,京都精華大学 (Kyoto Seika) Gawks,kyotoseika,0
